,Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
1110,13902.0,267,8,37779.26,1,5,5,155,At Risk
1111,13903.0,35,1,165.45000000000002,3,1,1,311,At Risk
1112,13905.0,206,3,380.85,1,3,2,132,At Risk
1113,13906.0,44,1,42.0,3,1,1,311,At Risk
1114,13907.0,326,1,136.8,1,1,1,111,At Risk
1115,13909.0,58,2,286.6,3,2,2,322,Needing Attention
1116,13910.0,78,1,127.66,2,1,1,211,At Risk
1117,13911.0,14,13,1689.03,5,5,4,554,Potential Loyalists
1118,13912.0,58,1,124.95,3,1,1,311,At Risk
1119,13913.0,141,1,42.22,2,1,1,211,At Risk
1120,13915.0,29,2,110.4,4,2,1,421,At Risk
1121,13916.0,98,5,1291.11,2,4,4,244,Needing Attention
1122,13919.0,59,2,975.87,3,2,3,323,Needing Attention
1123,13920.0,66,5,1814.48,3,4,4,344,Potential Loyalists
1124,13921.0,34,5,740.65,4,4,3,443,Potential Loyalists
1125,13922.0,52,4,733.45,3,3,3,333,Potential Loyalists
1126,13927.0,48,2,377.57,3,2,2,322,Needing Attention
1127,13929.0,51,11,2787.65,3,5,5,355,Potential Loyalists
1128,13931.0,27,9,4019.85,4,5,5,455,Loyal Customers
1129,13935.0,231,3,6116.92,1,3,5,135,At Risk
1130,13936.0,17,2,563.08,4,2,3,423,Needing Attention
1131,13937.0,31,2,734.03,4,2,3,423,Needing Attention
1132,13939.0,63,6,1007.91,3,4,4,344,Potential Loyalists
1133,13941.0,6,12,6084.94,5,5,5,555,Champions
1134,13942.0,169,1,320.0,2,1,2,212,At Risk
1135,13943.0,212,1,246.54,1,1,1,111,At Risk
1136,13944.0,288,1,200.43,1,1,1,111,At Risk
1137,13945.0,29,2,854.15,4,2,3,423,Needing Attention
1138,13946.0,11,4,1445.46,5,3,4,534,Potential Loyalists
1139,13948.0,46,4,458.66,3,3,2,332,Needing Attention
1140,13952.0,9,14,9600.1,5,5,5,555,Champions
1141,13953.0,44,5,3125.0,3,4,5,345,Potential Loyalists
1142,13955.0,10,1,222.21,5,1,1,511,At Risk
1143,13957.0,52,3,458.25,3,3,2,332,Needing Attention
1144,13958.0,7,12,4913.68,5,5,5,555,Champions
1145,13959.0,34,3,477.98,4,3,2,432,Needing Attention
1146,13961.0,20,2,578.1,4,2,3,423,Needing Attention
1147,13962.0,70,1,193.25,2,1,1,211,At Risk
1148,13963.0,2,15,2459.58,5,5,5,555,Champions
1149,13964.0,22,3,455.9,4,3,2,432,Needing Attention
1150,13965.0,90,5,1215.56,2,4,4,244,Needing Attention
1151,13966.0,70,1,390.86,2,1,2,212,At Risk
1152,13967.0,31,1,85.6,4,1,1,411,At Risk
1153,13968.0,58,1,123.66,3,1,1,311,At Risk
1154,13969.0,0,20,4397.78,5,5,5,555,Champions
1155,13970.0,21,2,846.55,4,2,3,423,Needing Attention
1156,13971.0,52,7,1927.01,3,4,4,344,Potential Loyalists
1157,13974.0,212,3,278.33,1,3,2,132,At Risk
1158,13975.0,28,7,2841.06,4,4,5,445,Loyal Customers
1159,13976.0,141,3,834.38,2,3,3,233,Needing Attention
1160,13977.0,46,1,519.8100000000001,3,1,3,313,At Risk
1161,13979.0,28,10,2635.76,4,5,5,455,Loyal Customers
1162,13980.0,72,8,646.58,2,5,3,253,Needing Attention
1163,13981.0,35,2,334.89,3,2,2,322,Needing Attention
1164,13982.0,0,9,2589.88,5,5,5,555,Champions
1165,13983.0,1,18,4607.09,5,5,5,555,Champions
1166,13984.0,1,8,1128.09,5,5,4,554,Potential Loyalists
1167,13985.0,9,8,2963.68,5,5,5,555,Champions
1168,13987.0,14,2,682.54,5,2,3,523,Needing Attention
1169,13988.0,18,2,609.84,4,2,3,423,Needing Attention
1170,13989.0,99,3,759.98,2,3,3,233,Needing Attention
1171,13992.0,15,2,142.7,4,2,1,421,At Risk
1172,13993.0,14,12,3338.0,5,5,5,555,Champions
1173,13995.0,14,12,2563.87,5,5,5,555,Champions
1174,13996.0,21,2,895.76,4,2,3,423,Needing Attention
1175,13997.0,154,3,382.31,2,3,2,232,Needing Attention
1176,13998.0,81,3,566.7,2,3,3,233,Needing Attention
1177,13999.0,9,21,5628.150000000001,5,5,5,555,Champions
1178,14000.0,49,6,1577.48,3,4,4,344,Potential Loyalists
1179,14001.0,8,7,2487.01,5,4,5,545,Potential Loyalists
1180,14003.0,367,1,209.41,1,1,1,111,At Risk
1181,14004.0,28,4,1675.81,4,3,4,434,Potential Loyalists
1182,14006.0,163,4,1234.48,2,4,4,244,Needing Attention
1183,14007.0,147,1,79.48,2,1,1,211,At Risk
1184,14008.0,10,2,524.34,5,2,3,523,Needing Attention
1185,14009.0,97,1,404.3,2,1,2,212,At Risk
1186,14010.0,200,3,602.1999999999999,1,3,3,133,At Risk
1187,14011.0,115,3,463.71999999999997,2,3,2,232,Needing Attention
1188,14013.0,15,3,689.9,4,3,3,433,Potential Loyalists
1189,14014.0,11,2,1443.03,5,2,4,524,Needing Attention
1190,14016.0,31,8,7073.15,4,5,5,455,Loyal Customers
1191,14017.0,206,1,229.75,1,1,1,111,At Risk
1192,14018.0,280,1,367.15000000000003,1,1,2,112,At Risk
1193,14020.0,111,3,641.96,2,3,3,233,Needing Attention
1194,14021.0,9,4,1084.68,5,4,4,544,Potential Loyalists
1195,14022.0,121,1,352.15000000000003,2,1,2,212,At Risk
1196,14024.0,25,1,318.04,4,1,2,412,At Risk
1197,14025.0,99,10,4146.7,2,5,5,255,Needing Attention
1198,14026.0,105,2,713.11,2,2,3,223,Needing Attention
1199,14028.0,133,5,17617.5,2,4,5,245,Needing Attention
1200,14030.0,1,16,6018.9,5,5,5,555,Champions
1201,14031.0,0,35,24033.29,5,5,5,555,Champions
1202,14032.0,1,8,1893.1299999999999,5,5,4,554,Potential Loyalists
1203,14033.0,190,1,109.44,1,1,1,111,At Risk
1204,14035.0,41,6,1432.95,3,4,4,344,Potential Loyalists
1205,14037.0,113,5,770.75,2,4,3,243,Needing Attention
1206,14038.0,23,4,1572.55,4,4,4,444,Loyal Customers
1207,14039.0,210,1,115.08000000000001,1,1,1,111,At Risk
1208,14040.0,21,27,9145.65,4,5,5,455,Loyal Customers
1209,14042.0,360,1,431.98,1,1,2,112,At Risk
1210,14043.0,126,3,307.2,2,3,2,232,Needing Attention
1211,14044.0,53,7,2487.23,3,4,5,345,Potential Loyalists
1212,14045.0,8,16,11305.68,5,5,5,555,Champions
1213,14047.0,0,14,3024.12,5,5,5,555,Champions
1214,14048.0,17,2,338.76,4,2,2,422,Needing Attention
1215,14049.0,22,12,7689.74,4,5,5,455,Loyal Customers
1216,14051.0,1,17,7020.06,5,5,5,555,Champions
1217,14052.0,25,1,255.45,4,1,2,412,At Risk
1218,14053.0,32,2,312.05,4,2,2,422,Needing Attention
1219,14055.0,212,2,795.3199999999999,1,2,3,123,At Risk
1220,14057.0,16,5,2190.88,4,4,4,444,Loyal Customers
1221,14058.0,97,2,469.19,2,2,2,222,Needing Attention
1222,14060.0,1,14,3389.56,5,5,5,555,Champions
1223,14061.0,142,3,917.4300000000001,2,3,3,233,Needing Attention
1224,14062.0,9,15,15308.72,5,5,5,555,Champions
1225,14063.0,65,13,49187.6,3,5,5,355,Potential Loyalists
1226,14064.0,65,14,2105.93,3,5,4,354,Potential Loyalists
1227,14065.0,24,4,892.67,4,4,3,443,Potential Loyalists
1228,14068.0,231,4,1285.92,1,4,4,144,At Risk
1229,14069.0,149,2,230.06,2,2,1,221,At Risk
1230,14070.0,319,1,326.55,1,1,2,112,At Risk
1231,14072.0,301,1,390.85,1,1,2,112,At Risk
1232,14074.0,258,1,219.39999999999998,1,1,1,111,At Risk
1233,14075.0,38,3,792.61,3,3,3,333,Potential Loyalists
1234,14077.0,30,1,115.66,4,1,1,411,At Risk
1235,14078.0,8,4,643.26,5,4,3,543,Potential Loyalists
1236,14079.0,317,1,243.63,1,1,1,111,At Risk
1237,14080.0,48,5,1110.03,3,4,4,344,Potential Loyalists
1238,14081.0,4,13,4525.78,5,5,5,555,Champions
1239,14082.0,27,1,231.10999999999999,4,1,1,411,At Risk
1240,14083.0,6,3,388.83,5,3,2,532,Needing Attention
1241,14084.0,147,1,150.5,2,1,1,211,At Risk
1242,14085.0,3,16,5656.43,5,5,5,555,Champions
1243,14086.0,97,1,39.95,2,1,1,211,At Risk
1244,14087.0,39,3,681.8,3,3,3,333,Potential Loyalists
1245,14088.0,22,6,15105.45,4,4,5,445,Loyal Customers
1246,14091.0,289,2,9530.08,1,2,5,125,At Risk
1247,14092.0,7,11,3158.44,5,5,5,555,Champions
1248,14094.0,74,2,336.17,2,2,2,222,Needing Attention
1249,14095.0,357,1,2.95,1,1,1,111,At Risk
1250,14097.0,116,2,422.85999999999996,2,2,2,222,Needing Attention
1251,14099.0,10,10,2715.54,5,5,5,555,Champions
1252,14101.0,23,8,4004.94,4,5,5,455,Loyal Customers
1253,14103.0,300,1,0.0,1,1,1,111,At Risk
1254,14104.0,24,3,555.37,4,3,3,433,Potential Loyalists
1255,14105.0,29,7,5001.55,4,4,5,445,Loyal Customers
1256,14106.0,372,1,214.79999999999998,1,1,1,111,At Risk
1257,14107.0,72,5,2182.92,2,4,4,244,Needing Attention
1258,14108.0,366,2,447.05,1,2,2,122,At Risk
1259,14110.0,70,22,7321.650000000001,2,5,5,255,Needing Attention
1260,14112.0,86,15,3088.54,2,5,5,255,Needing Attention
1261,14113.0,10,23,5725.55,5,5,5,555,Champions
1262,14114.0,30,5,977.5600000000001,4,4,3,443,Potential Loyalists
1263,14115.0,136,2,622.6700000000001,2,2,3,223,Needing Attention
1264,14118.0,63,1,458.45,3,1,2,312,At Risk
1265,14119.0,10,2,183.37,5,2,1,521,At Risk
1266,14120.0,65,1,23.8,3,1,1,311,At Risk
1267,14122.0,29,5,415.07,4,4,2,442,Needing Attention
1268,14123.0,368,1,436.18,1,1,2,112,At Risk
1269,14126.0,79,1,466.33000000000004,2,1,2,212,At Risk
1270,14127.0,15,3,1190.3700000000001,4,3,4,434,Potential Loyalists
1271,14128.0,178,2,301.56,1,2,2,122,At Risk
1272,14129.0,34,4,1467.48,4,4,4,444,Loyal Customers
1273,14130.0,10,3,1398.81,5,3,4,534,Potential Loyalists
1274,14131.0,283,1,187.87,1,1,1,111,At Risk
1275,14133.0,368,1,305.5,1,1,2,112,At Risk
1276,14134.0,17,15,11123.35,4,5,5,455,Loyal Customers
1277,14135.0,2,12,4992.48,5,5,5,555,Champions
1278,14136.0,35,7,1587.66,3,4,4,344,Potential Loyalists
1279,14137.0,316,2,371.3,1,2,2,122,At Risk
1280,14139.0,125,3,670.98,2,3,3,233,Needing Attention
1281,14142.0,8,4,686.74,5,4,3,543,Potential Loyalists
1282,14144.0,121,1,30.599999999999998,2,1,1,211,At Risk
1283,14145.0,94,3,3857.85,2,3,5,235,Needing Attention
1284,14146.0,18,7,5259.3,4,4,5,445,Loyal Customers
1285,14147.0,23,9,2662.7,4,5,5,455,Loyal Customers
1286,14148.0,49,1,309.09000000000003,3,1,2,312,At Risk
1287,14151.0,308,3,692.2,1,3,3,133,At Risk
1288,14152.0,22,6,1387.75,4,4,4,444,Loyal Customers
1289,14153.0,118,1,233.4,2,1,1,211,At Risk
1290,14154.0,16,8,5312.18,4,5,5,455,Loyal Customers
1291,14156.0,6,138,209952.93,5,5,5,555,Champions
1292,14157.0,24,3,569.9,4,3,3,433,Potential Loyalists
1293,14159.0,14,11,3596.42,5,5,5,555,Champions
1294,14160.0,245,7,8421.47,1,4,5,145,At Risk
1295,14161.0,4,5,2208.36,5,4,5,545,Potential Loyalists
1296,14163.0,97,1,148.71,2,1,1,211,At Risk
1297,14166.0,140,2,256.85,2,2,2,222,Needing Attention
1298,14167.0,99,4,721.65,2,4,3,243,Needing Attention
1299,14168.0,55,3,435.0,3,3,2,332,Needing Attention
1300,14169.0,65,2,624.4300000000001,3,2,3,323,Needing Attention
1301,14170.0,10,3,597.33,5,3,3,533,Potential Loyalists
1302,14171.0,365,1,135.0,1,1,1,111,At Risk
1303,14172.0,240,4,415.47,1,4,2,142,At Risk
1304,14173.0,276,3,154.20999999999998,1,3,1,131,At Risk
1305,14175.0,15,10,4670.78,4,5,5,455,Loyal Customers
1306,14176.0,2,2,339.11,5,2,2,522,Needing Attention
1307,14177.0,16,9,1669.93,4,5,4,454,Loyal Customers
1308,14180.0,7,12,1671.48,5,5,4,554,Potential Loyalists
1309,14181.0,45,2,310.55,3,2,2,322,Needing Attention
1310,14182.0,78,5,697.47,2,4,3,243,Needing Attention
1311,14183.0,46,2,286.29,3,2,2,322,Needing Attention
1312,14186.0,62,5,1550.63,3,4,4,344,Potential Loyalists
1313,14187.0,108,1,123.5,2,1,1,211,At Risk
1314,14189.0,3,2,1160.31,5,2,4,524,Needing Attention
1315,14190.0,301,1,79.9,1,1,1,111,At Risk
1316,14191.0,29,3,212.4,4,3,1,431,At Risk
1317,14192.0,23,1,293.74,4,1,2,412,At Risk
1318,14193.0,31,1,356.8,4,1,2,412,At Risk
1319,14194.0,27,22,7416.02,4,5,5,455,Loyal Customers
1320,14195.0,70,7,1788.66,2,4,4,244,Needing Attention
1321,14197.0,45,1,390.05,3,1,2,312,At Risk
1322,14198.0,35,6,872.58,3,4,3,343,Potential Loyalists
1323,14199.0,35,5,1081.5,3,4,4,344,Potential Loyalists
1324,14200.0,252,1,379.2,1,1,2,112,At Risk
1325,14201.0,44,3,446.1,3,3,2,332,Needing Attention
1326,14202.0,16,3,847.76,4,3,3,433,Potential Loyalists
1327,14203.0,32,1,339.34,4,1,2,412,At Risk
1328,14204.0,57,3,901.9300000000001,3,3,3,333,Potential Loyalists
1329,14205.0,0,9,2205.4,5,5,4,554,Potential Loyalists
1330,14206.0,15,3,876.75,4,3,3,433,Potential Loyalists
1331,14207.0,322,1,157.8,1,1,1,111,At Risk
1332,14208.0,186,1,415.31,1,1,2,112,At Risk
1333,14209.0,20,12,2969.44,4,5,5,455,Loyal Customers
1334,14210.0,6,15,3997.9300000000003,5,5,5,555,Champions
1335,14211.0,46,13,2228.99,3,5,5,355,Potential Loyalists
1336,14212.0,80,1,1119.6599999999999,2,1,4,214,At Risk
1337,14213.0,6,2,2384.4,5,2,5,525,Needing Attention
1338,14215.0,3,4,1626.61,5,4,4,544,Potential Loyalists
1339,14216.0,44,2,318.39,3,2,2,322,Needing Attention
1340,14217.0,0,11,1542.31,5,5,4,554,Potential Loyalists
1341,14219.0,44,2,543.89,3,2,3,323,Needing Attention
1342,14220.0,202,2,882.5999999999999,1,2,3,123,At Risk
1343,14221.0,84,9,3090.64,2,5,5,255,Needing Attention
1344,14224.0,25,5,847.78,4,4,3,443,Potential Loyalists
1345,14225.0,69,5,2058.92,3,4,4,344,Potential Loyalists
1346,14226.0,70,2,774.54,2,2,3,223,Needing Attention
1347,14227.0,49,7,3023.9,3,4,5,345,Potential Loyalists
1348,14228.0,72,3,745.5,2,3,3,233,Needing Attention
1349,14229.0,38,6,1075.29,3,4,4,344,Potential Loyalists
1350,14230.0,70,3,979.8000000000001,2,3,3,233,Needing Attention
1351,14231.0,85,1,309.91,2,1,2,212,At Risk
1352,14233.0,9,5,1563.65,5,4,4,544,Potential Loyalists
1353,14235.0,133,4,1573.1299999999999,2,4,4,244,Needing Attention
1354,14236.0,7,6,1265.68,5,4,4,544,Potential Loyalists
1355,14237.0,8,3,476.24,5,3,2,532,Needing Attention
1356,14238.0,297,2,287.38,1,2,2,122,At Risk
1357,14239.0,66,11,1884.42,3,5,4,354,Potential Loyalists
1358,14240.0,58,1,357.15,3,1,2,312,At Risk
1359,14241.0,331,1,120.0,1,1,1,111,At Risk
1360,14243.0,0,10,4855.08,5,5,5,555,Champions
1361,14244.0,294,2,378.02,1,2,2,122,At Risk
1362,14247.0,39,5,638.84,3,4,3,343,Potential Loyalists
1363,14248.0,94,2,730.37,2,2,3,223,Needing Attention
1364,14249.0,45,12,5625.461,3,5,5,355,Potential Loyalists
1365,14252.0,16,1,350.99,4,1,2,412,At Risk
1366,14253.0,128,2,363.40000000000003,2,2,2,222,Needing Attention
1367,14254.0,67,1,601.03,3,1,3,313,At Risk
1368,14255.0,181,4,3442.86,1,4,5,145,At Risk
1369,14256.0,126,6,1547.58,2,4,4,244,Needing Attention
1370,14257.0,15,4,2854.73,4,4,5,445,Loyal Customers
1371,14258.0,23,22,20385.45,4,5,5,455,Loyal Customers
1372,14260.0,106,3,824.28,2,3,3,233,Needing Attention
1373,14263.0,58,1,322.93,3,1,2,312,At Risk
1374,14264.0,7,6,1224.89,5,4,4,544,Potential Loyalists
1375,14265.0,99,2,843.17,2,2,3,223,Needing Attention
1376,14266.0,63,1,40.56,3,1,1,311,At Risk
1377,14267.0,336,2,19.9,1,2,1,121,At Risk
1378,14268.0,105,1,354.85,2,1,2,212,At Risk
1379,14269.0,70,2,329.78,2,2,2,222,Needing Attention
1380,14271.0,44,1,106.81,3,1,1,311,At Risk
1381,14272.0,197,2,482.85,1,2,2,122,At Risk
1382,14274.0,321,1,256.6,1,1,2,112,At Risk
1383,14275.0,30,6,1189.3799999999999,4,4,4,444,Loyal Customers
1384,14276.0,35,8,1055.95,3,5,4,354,Potential Loyalists
1385,14277.0,46,10,25651.75,3,5,5,355,Potential Loyalists
1386,14278.0,44,1,205.83,3,1,1,311,At Risk
1387,14279.0,155,2,191.86,2,2,1,221,At Risk
1388,14281.0,43,1,245.15,3,1,1,311,At Risk
1389,14282.0,2,12,4125.32,5,5,5,555,Champions
1390,14283.0,98,4,628.4399999999999,2,4,3,243,Needing Attention
1391,14284.0,288,1,704.4,1,1,3,113,At Risk
1392,14285.0,148,5,1500.19,2,4,4,244,Needing Attention
1393,14286.0,34,7,3901.13,4,4,5,445,Loyal Customers
1394,14290.0,48,8,2502.34,3,5,5,355,Potential Loyalists
1395,14291.0,15,13,4070.6,4,5,5,455,Loyal Customers
1396,14292.0,37,13,4640.07,3,5,5,355,Potential Loyalists
1397,14293.0,3,7,2314.9700000000003,5,4,5,545,Potential Loyalists
1398,14294.0,42,1,375.34,3,1,2,312,At Risk
1399,14295.0,73,6,2232.06,2,4,5,245,Needing Attention
1400,14296.0,48,3,464.35,3,3,2,332,Needing Attention
1401,14298.0,10,39,39707.51,5,5,5,555,Champions
1402,14299.0,0,25,11095.32,5,5,5,555,Champions
1403,14301.0,44,5,1379.89,3,4,4,344,Potential Loyalists
1404,14302.0,65,3,742.9000000000001,3,3,3,333,Potential Loyalists
1405,14303.0,42,2,277.94,3,2,2,322,Needing Attention
1406,14304.0,14,3,1356.41,5,3,4,534,Potential Loyalists
1407,14306.0,13,4,1058.0800000000002,5,4,4,544,Potential Loyalists
1408,14307.0,8,6,2083.2599999999998,5,4,4,544,Potential Loyalists
1409,14308.0,184,5,3143.49,1,4,5,145,At Risk
1410,14309.0,48,2,1428.28,3,2,4,324,Needing Attention
1411,14310.0,67,1,492.1,3,1,2,312,At Risk
1412,14311.0,202,1,206.19,1,1,1,111,At Risk
1413,14312.0,13,5,1478.7,5,4,4,544,Potential Loyalists
1414,14313.0,259,1,302.31,1,1,2,112,At Risk
1415,14314.0,48,2,117.70000000000002,3,2,1,321,At Risk
1416,14315.0,168,3,721.64,2,3,3,233,Needing Attention
1417,14316.0,57,6,1385.34,3,4,4,344,Potential Loyalists
1418,14318.0,95,1,158.02,2,1,1,211,At Risk
1419,14319.0,59,2,512.75,3,2,3,323,Needing Attention
1420,14320.0,181,4,876.91,1,4,3,143,At Risk
1421,14321.0,63,3,706.79,3,3,3,333,Potential Loyalists
1422,14322.0,62,6,563.9,3,4,3,343,Potential Loyalists
1423,14324.0,44,2,701.61,3,2,3,323,Needing Attention
1424,14325.0,204,1,245.48000000000002,1,1,1,111,At Risk
1425,14326.0,98,2,757.13,2,2,3,223,Needing Attention
1426,14327.0,17,5,1583.28,4,4,4,444,Loyal Customers
1427,14328.0,65,3,1335.16,3,3,4,334,Potential Loyalists
1428,14329.0,10,14,5017.9800000000005,5,5,5,555,Champions
1429,14330.0,258,1,200.63,1,1,1,111,At Risk
1430,14332.0,16,2,1077.2,4,2,4,424,Needing Attention
1431,14334.0,60,5,1779.02,3,4,4,344,Potential Loyalists
1432,14337.0,366,1,658.63,1,1,3,113,At Risk
1433,14338.0,171,1,339.88,2,1,2,212,At Risk
1434,14339.0,63,1,310.75,3,1,2,312,At Risk
1435,14341.0,55,11,2292.9900000000002,3,5,5,355,Potential Loyalists
1436,14342.0,67,3,264.73,3,3,2,332,Needing Attention
1437,14343.0,56,4,1088.91,3,4,4,344,Potential Loyalists
1438,14344.0,2,14,2443.77,5,5,5,555,Champions
1439,14346.0,60,3,1294.17,3,3,4,334,Potential Loyalists
1440,14347.0,371,1,82.6,1,1,1,111,At Risk
1441,14350.0,15,2,689.1,4,2,3,423,Needing Attention
1442,14353.0,45,2,285.9,3,2,2,322,Needing Attention
1443,14355.0,0,3,840.0500000000001,5,3,3,533,Potential Loyalists
1444,14358.0,24,3,415.82,4,3,2,432,Needing Attention
1445,14361.0,213,1,214.70999999999998,1,1,1,111,At Risk
1446,14363.0,37,2,227.47000000000003,3,2,1,321,At Risk
1447,14365.0,29,2,634.68,4,2,3,423,Needing Attention
1448,14366.0,160,1,136.0,2,1,1,211,At Risk
1449,14369.0,277,2,469.13,1,2,2,122,At Risk
1450,14370.0,85,9,1259.43,2,5,4,254,Needing Attention
1451,14372.0,78,3,889.98,2,3,3,233,Needing Attention
1452,14374.0,176,1,108.0,2,1,1,211,At Risk
1453,14375.0,85,2,875.31,2,2,3,223,Needing Attention
1454,14376.0,318,1,215.46,1,1,1,111,At Risk
1455,14378.0,256,1,131.25,1,1,1,111,At Risk
1456,14379.0,28,2,920.81,4,2,3,423,Needing Attention
1457,14380.0,238,2,197.65,1,2,1,121,At Risk
1458,14381.0,86,1,428.65999999999997,2,1,2,212,At Risk
1459,14382.0,25,2,626.68,4,2,3,423,Needing Attention
1460,14384.0,135,1,58.5,2,1,1,211,At Risk
1461,14388.0,1,12,3559.06,5,5,5,555,Champions
1462,14389.0,59,6,887.75,3,4,3,343,Potential Loyalists
1463,14390.0,7,7,1763.16,5,4,4,544,Potential Loyalists
1464,14391.0,211,1,135.6,1,1,1,111,At Risk
1465,14392.0,67,1,266.4,3,1,2,312,At Risk
1466,14394.0,199,1,93.8,1,1,1,111,At Risk
1467,14395.0,7,13,4711.7,5,5,5,555,Champions
1468,14396.0,6,6,1633.94,5,4,4,544,Potential Loyalists
1469,14398.0,36,2,707.79,3,2,3,323,Needing Attention
1470,14399.0,29,9,2128.16,4,5,4,454,Loyal Customers
1471,14400.0,35,3,1172.24,3,3,4,334,Potential Loyalists
1472,14401.0,59,11,2825.42,3,5,5,355,Potential Loyalists
1473,14402.0,287,1,285.6,1,1,2,112,At Risk
1474,14403.0,218,4,412.95,1,4,2,142,At Risk
1475,14404.0,4,9,1484.19,5,5,4,554,Potential Loyalists
1476,14405.0,21,1,195.0,4,1,1,411,At Risk
1477,14408.0,106,4,1503.2400000000002,2,4,4,244,Needing Attention
1478,14409.0,3,6,1847.8400000000001,5,4,4,544,Potential Loyalists
1479,14410.0,11,2,1546.07,5,2,4,524,Needing Attention
1480,14412.0,59,1,656.16,3,1,3,313,At Risk
1481,14413.0,45,3,647.67,3,3,3,333,Potential Loyalists
1482,14414.0,9,1,902.35,5,1,3,513,At Risk
1483,14415.0,14,14,6279.07,5,5,5,555,Champions
1484,14417.0,22,1,604.2,4,1,3,413,At Risk
1485,14419.0,17,1,202.85,4,1,1,411,At Risk
1486,14420.0,31,5,1261.45,4,4,4,444,Loyal Customers
1487,14421.0,147,5,1669.01,2,4,4,244,Needing Attention
1488,14422.0,9,15,6078.4800000000005,5,5,5,555,Champions
1489,14423.0,59,3,653.06,3,3,3,333,Potential Loyalists
1490,14425.0,62,5,686.89,3,4,3,343,Potential Loyalists
1491,14426.0,28,11,7307.47,4,5,5,455,Loyal Customers
1492,14427.0,129,2,900.1800000000001,2,2,3,223,Needing Attention
1493,14429.0,38,1,516.28,3,1,3,313,At Risk
1494,14430.0,146,5,1485.4,2,4,4,244,Needing Attention
1495,14431.0,14,3,2143.84,5,3,4,534,Potential Loyalists
1496,14433.0,100,1,289.6,2,1,2,212,At Risk
1497,14435.0,136,1,90.42,2,1,1,211,At Risk
1498,14436.0,188,1,182.64000000000001,1,1,1,111,At Risk
1499,14437.0,0,6,918.34,5,4,3,543,Potential Loyalists
1500,14439.0,78,4,6781.8,2,4,5,245,Needing Attention
1501,14440.0,0,11,4392.95,5,5,5,555,Champions
1502,14441.0,0,10,2981.15,5,5,5,555,Champions
1503,14442.0,49,7,3827.0,3,4,5,345,Potential Loyalists
1504,14443.0,3,4,981.84,5,4,3,543,Potential Loyalists
1505,14444.0,91,1,132.04,2,1,1,211,At Risk
1506,14445.0,90,1,221.65,2,1,1,211,At Risk
1507,14446.0,21,1,201.73,4,1,1,411,At Risk
1508,14447.0,35,1,548.5,3,1,3,313,At Risk
1509,14449.0,7,5,1575.7,5,4,4,544,Potential Loyalists
1510,14450.0,14,4,645.19,5,4,3,543,Potential Loyalists
1511,14451.0,24,16,2689.36,4,5,5,455,Loyal Customers
1512,14452.0,30,2,401.15,4,2,2,422,Needing Attention
1513,14454.0,11,6,983.9,5,4,3,543,Potential Loyalists
1514,14455.0,67,5,661.56,3,4,3,343,Potential Loyalists
1515,14458.0,15,1,237.42,4,1,1,411,At Risk
1516,14459.0,168,2,3574.4210000000003,2,2,5,225,Needing Attention
1517,14460.0,31,8,782.06,4,5,3,453,Potential Loyalists
1518,14461.0,17,11,4626.34,4,5,5,455,Loyal Customers
1519,14462.0,67,1,265.99,3,1,2,312,At Risk
1520,14463.0,134,1,256.95,2,1,2,212,At Risk
1521,14464.0,203,2,111.0,1,2,1,121,At Risk
1522,14465.0,63,8,2887.4100000000003,3,5,5,355,Potential Loyalists
1523,14466.0,7,7,2374.5,5,4,5,545,Potential Loyalists
1524,14467.0,24,8,1622.23,4,5,4,454,Loyal Customers
1525,14468.0,368,1,204.24,1,1,1,111,At Risk
1526,14469.0,51,4,2112.21,3,4,4,344,Potential Loyalists
1527,14470.0,65,1,250.85,3,1,2,312,At Risk
1528,14471.0,226,2,400.95,1,2,2,122,At Risk
1529,14472.0,324,1,291.38,1,1,2,112,At Risk
1530,14474.0,214,1,730.42,1,1,3,113,At Risk
1531,14475.0,43,1,225.3,3,1,1,311,At Risk
1532,14477.0,71,5,667.2,2,4,3,243,Needing Attention
1533,14478.0,17,4,1276.66,4,4,4,444,Loyal Customers
1534,14479.0,0,3,982.86,5,3,3,533,Potential Loyalists
1535,14480.0,37,4,1024.72,3,4,4,344,Potential Loyalists
1536,14481.0,42,4,2051.15,3,4,4,344,Potential Loyalists
1537,14482.0,14,8,2455.42,5,5,5,555,Champions
1538,14483.0,371,1,120.0,1,1,1,111,At Risk
1539,14484.0,36,3,749.0600000000001,3,3,3,333,Potential Loyalists
1540,14486.0,146,2,175.5,2,2,1,221,At Risk
1541,14487.0,3,3,270.03000000000003,5,3,2,532,Needing Attention
1542,14489.0,72,3,1111.55,2,3,4,234,Needing Attention
1543,14490.0,41,2,1273.47,3,2,4,324,Needing Attention
1544,14491.0,7,1,127.2,5,1,1,511,At Risk
1545,14492.0,65,10,2269.46,3,5,5,355,Potential Loyalists
1546,14493.0,25,7,2820.61,4,4,5,445,Loyal Customers
1547,14494.0,36,2,261.9,3,2,2,322,Needing Attention
1548,14495.0,282,2,59.5,1,2,1,121,At Risk
1549,14496.0,8,9,2151.77,5,5,4,554,Potential Loyalists
1550,14497.0,308,1,221.69,1,1,1,111,At Risk
1551,14498.0,36,5,1953.95,3,4,4,344,Potential Loyalists
1552,14499.0,9,7,1342.0,5,4,4,544,Potential Loyalists
